Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Number of Employees,Full Description,Website,Industries,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth
DANDOIRE,https://www.crunchbase.com/organization/dandoire,2021-01-01,year,,"DANDOIRE is a consulting company that specializes in helping construction technology start-ups grow their businesses. DANDOIRE was founded in 2021 and was headquartered in Copenhagen, Denmark.",https://dandoire.com/,"Collaboration, Consulting, Professional Services","Copenhagen, Hovedstaden, Denmark",DANDOIRE is a consulting company that specializes in helping construction technology start-ups grow their businesses.,"2,053,744",,,,,,,,,,,,
Reveel,https://www.crunchbase.com/organization/reveel-6e47,2020-12-01,month,1-10,"Reveel is the financial stack for web3 creators. We're building a revenue share protocol that allows creators to automate redistribution of revenue for Web3 projects, along with a suit of DeFi tools that help them gain insights from the performance of their portfolio.",https://r3vl.xyz,"Blockchain, Collaboration, Content Creators, Cryptocurrency, Financial Services, Media and Entertainment, Productivity Tools","New York, New York, United States","Reveel is a DeFi platform that helps Web3 creators track, understand & manage their on-chain revenue.","82,915","2,670",,40.82%,,4,1.04,3.75%,96.25%,-3.75%,"4,547,064","-493,641",-9.79%
Convync,https://www.crunchbase.com/organization/convync,2020-10-20,day,1-10,,https://convync.com,"Collaboration, Productivity Tools, Software, Video Chat","Hoboken, New Jersey, United States",Convync is a video conferencing platform that gives remote and hybrid employees an in-office presence through virtual personal offices.,"1,016,361",383,,,,64,2,,0%,,"8,758,702",,
Capesense,https://www.crunchbase.com/organization/capesense,2020-10-19,day,1-10,Free your contributors from endless information searching Our business search engine helps your teams to save time by providing instant answers to their needs,https://capesense.com,"B2B, Collaboration, Information Technology, Internet, Software","Nantes, Pays de la Loire, France",Free your contributors from endless information searching,"1,607,488",,,,,,,,,,,,
paradime.io,https://www.crunchbase.com/organization/paradime-io,2020-10-15,day,11-50,"Paradime.io builds a next-generation collaboration platform for distributed analytics teams.  The company was founded in 2020 in Delaware, USA with offices in London, UK.",https://paradime.io,"Analytics, Collaboration, Developer Platform, SaaS","London, England, United Kingdom",paradime.io builds a next-generation collaboration platform for distributed analytics teams.,"46,568","130,032","239,609.17",9.92%,7.09%,408,2.13,34.59%,51.21%,-18.06%,"459,837","-13,478",-2.85%
Orbital,https://www.crunchbase.com/organization/orbital-cdde,2020-10-13,day,1-10,"Orbital is a Customise virtual office, talk to people close to you, have breakaway chats, and broadcast your screens all at one link, with no download required. Goodbye Zoom burnout. Hello again, hallway chats and a team connection. They focus on remote work, team communication, the future of work, and leadership.",http://orbital.chat/,"Apps, Collaboration, Software","Bristol, Bristol, City of, United Kingdom","Orbital provides remote work, team communication, and future of Work.","162,219","1,920","4,167.17",-49.7%,-92.77%,17,1.43,-23.28%,56.63%,-17.56%,"5,139,664","1,325,383",34.75%
EndorseFlow,https://www.crunchbase.com/organization/endorseflow,2020-10-02,day,1-10,"EndorseFlow provides creative teams with a streamlined content proofing workflow, which just... flows. Founded in 2020, it is a startup SaaS that aims to simplify the proofing process even further, with coverage on all devices, and with user experience & security at the utmost priority. EndorseFlow is a Limited company based in London, United Kingdom",https://endorseflow.com,"Business Development, Collaboration, Information Technology, SaaS, Software","London, England, United Kingdom",A creative content collaboration and proofing tool for businesses and freelancers,"1,407,347",,,,,,,,,,,,
Knapsack,https://www.crunchbase.com/organization/knapsack,2020-09-01,month,11-50,"Knapsack is an enterprise-grade design system platform connecting design and code for teams of every size. Work together to ship products in half the time—no more rework, no more conflicts.",https://www.knapsack.cloud,"Collaboration, Developer Platform, Developer Tools, Product Design, SaaS, Software, UX Design","Portland, Oregon, United States","Using Knapsack’s enterprise-grade design system platform, teams can ship products in half the time—no more rework or conflicts.","14,441",,,,,,,,,,,,
Fairwai,https://www.crunchbase.com/organization/fairwai,2020-09-01,day,1-10,"Less Meetings, More Collaboration",https://www.fairwai.com,"Collaboration, Meeting Software, Software, Video Conferencing","Paris, Ile-de-France, France","Meetings re-imagined, Collaboration revolutionized","489,456",,,,,,,,,,,,
Plenty Condos,https://www.crunchbase.com/organization/plenty-condos,2020-08-12,day,1-10,Plenty Condos is a flexibility-driven residential company that offers friction-less living in luxury housing. We make hyper-convenience the new status quo.,,"Collaboration, Property Development, Property Management, Real Estate","New York, New York, United States",Friction-less living in luxury housing,"2,094,166",,,,,,,,,,,,
Earnify.io,https://www.crunchbase.com/organization/earnify-io,2020-08-02,day,1-10,"Earnify.io motivates sales teams to increase sales activity employees earn real rewards from winning engaging contests. Get transparent metrics on your teams activities. Design contests to help them reach peak performance, reward employees for increasing daily activity. Identify successful contests to motivate your team and hit pipeline goals. Get a clear-cut view of your teams true day-to-day activity. Get powerful suggestions to improve key metrics.",https://earnify.io,"Collaboration, Productivity Tools, SaaS, Sales, Software","San Francisco, California, United States",Earnify.io motivates sales teams to increase sales activity employees earn real rewards from winning engaging contests.,"811,955",,,,,,,,,,,,
Space Soft,https://www.crunchbase.com/organization/space-soft,2020-08-01,month,1-10,"Space Soft is a platform for creators, owners, and community builders to engage over audio-first experiences. With Space Soft, users can join audio-only conversations, and interact with interesting people on topics that matter to them.",https://joinspace.co/,"Audio, Collaboration, Communities, Software","Claymont, Delaware, United States",Space Soft is an audio-first platform that serves creators and communities.,"270,852","1,363",,-42.02%,,0,1,0%,100%,0%,"6,448,234","1,731,234",36.7%
Tecxprt,https://www.crunchbase.com/organization/tecxprt,2020-07-16,day,11-50,Tecxprt Business Suite helps businesses to turn their entire business process into digital with heavy on features and light on price.,https://www.tecxprt.com,"Cloud Computing, Collaboration, CRM, Enterprise Resource Planning (ERP), Information Technology, Social Network, Software, Supply Chain Management","Bengaluru, Karnataka, India",Tecxprt Business Suite helps businesses to turn their entire business process into digital with heavy on features and light on price.,"322,954",,,,,,,,,,,,
The Portfolio Collective,https://www.crunchbase.com/organization/the-portfolio-collective,2020-07-01,day,11-50,"We are the 'home base' for portfolio professionals. Think of us as a unique, more 'human' combination of LinkedIn, Upwork and On Deck. Key achievements to date: - We have run 10 cohorts of our flagship Catapult Course, helping individuals transition from a traditional job to a fruitful portfolio career. This has received 100% x 5* reviews on Trustpilot. - Have signed up 6,000 professionals to our database. - Engagement levels on the platform are high, with ~ 30 min spent on the platform per week for returning users. - Revenue run rate is £20,000 per month, coming from a mix of talent matching and membership fees.",http://portfolio-collective.com/,"Collaboration, Communities, Employment, Professional Networking, Training, Virtual Workforce","London, England, United Kingdom",The lifetime accelerator for portfolio professionals,"53,015","1,496","7,465.83",8.25%,"3,842.86%",276,3.91,-2.31%,67.69%,39.81%,"6,177,952","3,860",0.06%
OpenTeam,https://www.crunchbase.com/organization/openteam-61a7,2020-06-24,day,1-10,"OpenTeam is a virtual office platform that enables teams to communicate, collaborate and bond from anywhere. The OpenTeam platform allows users to communicate more with less meetings. All of your team communication in one place from stand-ups and 1-2-1's to sales meetings and team drinks, all in one click. Fewer meetings, more conversations.",https://openteam.io/,"Collaboration, Meeting Software, Software, Video Conferencing, Virtual Workforce","London, England, United Kingdom","OpenTeam is a virtual office platform that enables teams to communicate, collaborate and bond from anywhere.","373,759",,,,,,,,,,,,
