Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
HighQ,https://www.crunchbase.com/organization/highq,"HighQ provides innovative enterprise collaboration and content management solutions to the world’s leading law firms, banks, governments and corporations.  The company's blue chip client base includes over 40% of the global top 100 law firms and some of the largest global financial institutions.  HighQ combines secure, enterprise-grade technology with an amazing user experience to transform the way businesses collaborate, communicate and share information securely in the cloud. Founded in 2001, HighQ is headquartered in London, with offices in New York, Amsterdam, Frankfurt, Sydney and Ahmedabad.","Cloud Data Services, Cloud Security, Collaboration, Document Management, Enterprise Software, Knowledge Management, Legal, Project Management, Software",http://highq.com,"London, England, United Kingdom",HighQ empowers leading law firms and corporate legal teams to transform the way they work and deliver legal services.,"21,140","57,272","118,072.5",-42.72%,58.91%,"1,435",10.17,13.82%,20.23%,-25.46%,"793,781","264,234",49.9%,,Closed,2001-01-01,year,2,251-500,"Ajay Patel, Veenay Shah",2,,,,
Xcellent,https://www.crunchbase.com/organization/xcellent,,"Cloud Data Services, Cyber Security, Outsourcing, Software",https://www.xcellent.nl/,"Amersfoort, Utrecht, The Netherlands","Xcellent is an IT firm that offers services for outsourcing, cybersecurity, document management, and cloud solutions.","348,730","56,733","51,670.17",29.84%,330.38%,"3,542",28.12,423.73%,15.52%,20.59%,"798,832","-118,246",-12.89%,European Union (EU),Active,1998-01-01,day,1,51-100,Niels Akker,,,,,
Hosterion,https://www.crunchbase.com/organization/hosterion,,"Cloud Data Services, Web Hosting",https://hosterion.ro/,"Cluj-napoca, Cluj, Romania",Hosterion is a company which offers web hosting services and internet domain names registration.,"1,007,261","54,349","73,615.67",50.08%,14.5%,687,7.11,56.94%,14.33%,-57.38%,"820,839","-210,336",-20.4%,European Union (EU),Active,2004-02-01,month,,11-50,,,,,,
Cloud Systems Group,https://www.crunchbase.com/organization/cloud-systems-group,"Cloud Systems Group providing IT Services to a wide variety of Clients located around the globe. They specialise in providing Consultancy, Cloud, Communication and Support Solutions to their customers who range from large multinationals and retailers with many thousands of users to small start-ups with only one or two. They value each of their clients and their requirements above all else and take great pride in their technical agility which allows them to be consistently at the forefront of technology. As an Intel Technology Provider Gold Partner and a Microsoft Service Provider they support over 4,000 users on their bespoke Private Cloud which is operated from 3 leading UK Data Centres. In addition, their IT Support and Managed Services division is proud to be a Solarwinds N-Able Elite Partner whilst their Communications division has a close partnership with Gamma. ","Cloud Data Services, Consulting, Information Technology, Legal, Software, Telecommunications",https://www.cloud-systems.com/,"Birmingham, Birmingham, United Kingdom",Cloud Systems Group providing IT Services to a wide variety of Clients located around the globe.,"347,984","50,469",,,,0,1,,100%,,"835,491",,,,Active,2010-01-01,year,,1-10,,,,26337617,USD,26337617
Starschema,https://www.crunchbase.com/organization/starschema-ltd,"Starschema is a data warehousing, business intelligence and big data service provider and technology innovator located in Hungary. Stuffed with the smartest data tech guys our team enjoys solving the most complex data management related challenges.","Analytics, Big Data, Business Development, Business Intelligence, Cloud Data Services, Cloud Management, Consulting, Data Integration, Data Visualization, Software Engineering",https://starschema.com/,"Budapest, Budapest, Hungary",Leveraging technology and know-how to support digital transformation across the enterprise.,"32,309","48,638","15,259.67",147.55%,-12.5%,7,1.06,-17.33%,95.04%,18.68%,"856,900","-569,680",-39.93%,European Union (EU),Active,2006-01-01,year,2,101-250,"Peter Csillag, Tamas Foldi",,,,,
FIDUCIAL Cloud,https://www.crunchbase.com/organization/fiducial-cloud,,"Cloud Data Services, Computer",https://www.fiducialcloud.fr/,"Lyon, Rhone-Alpes, France",FIDUCIAL Cloud is providing cloud solutions for your business.,"361,106","44,800","367,852.33",-90.8%,-71.7%,"2,831",14,-57.18%,0%,-17.69%,"903,245","734,643",435.73%,European Union (EU),Active,2005-01-03,day,,51-100,,,,,,
Webpac,https://www.crunchbase.com/organization/webpac-106c,,"Cloud Data Services, Manufacturing, Software",https://www.webpackaging.com/,"London, England, United Kingdom","Webpac is a cloud solutions company that offers webpackaging innovations, catalogs, 3D expomaker 3D product showcase software.","729,381","42,365","50,349.33",-55.4%,3.58%,347,2.36,16.48%,72.16%,28.24%,"959,557","411,004",74.93%,,Active,1996-01-01,year,1,101-250,Duncan Briffett,,,,,
ClixOn,https://www.crunchbase.com/organization/clixon,,"Cloud Data Services, Computer, IT Management",https://www.clixon.de/,"Berlin, Berlin, Germany","Clixon GmbH is a professional IT service partner for the setup and operation of cost-effective, scalable and future-proofed IT structures.","1,168,577","41,486","50,595.17",-68.49%,-17.2%,308,1.45,-63.64%,54.55%,-11.36%,"972,826","532,683",121.02%,European Union (EU),Active,2010-01-01,year,,1-10,,,,,,
Tremark,https://www.crunchbase.com/organization/tremark,"Tremark is an IT company that provides IT support services. Their services include domain, hosting, secure desktop, cloud, VPS servers, secure data, secure copy, IT support, asset monitoring, and printers sale/rental.","Cloud Data Services, Information Technology, Web Hosting",https://tremark.pl,"Warsaw, Mazowieckie, Poland",Tremark provides business IT services.,"990,934","40,643",,,,"1,292",1.93,,57.71%,,"958,318",,,European Union (EU),Active,1997-01-01,year,,11-50,,,,,,
Keepit,https://www.crunchbase.com/organization/keepit,"KeepIt specializes in cloud-to-cloud backup services for enterprises. It provides cloud backup and SaaS workload protection services for Office 365, Google Apps, and Salesforce. The company was founded in 2007 and is headquartered in Copenhagen,  Denmark.","Cloud Data Services, Cyber Security, Enterprise Software, Information Technology, SaaS",https://www.keepit.com/,"Copenhagen, Hovedstaden, Denmark","Keepit provides cloud backup and SaaS workload protection services for Office 365, Google Apps, and Salesforce.","6,503","36,087","14,319.83",126.63%,60.84%,460,2.29,23.56%,46.43%,-34.86%,"1,033,569","-564,963",-35.34%,"European Union (EU), Nordic Countries, Scandinavia",Active,2007-08-01,day,2,251-500,"Frederik Schouboe, Morten Felsvang",3,,,,
Itelon,https://www.crunchbase.com/organization/itelon,,"Cloud Data Services, Information Technology, IT Infrastructure, Virtualization",https://itelon.ru/,"Moscow, Moscow City, Russian Federation","Itelon provides a range of IT solutions that include audit, design, migration, tuning, data storage, cloud solutions, and virtualization.","759,208","35,779","52,103",25.04%,-68.08%,316,1.13,-51.33%,89.84%,35.3%,"1,065,945","-125,422",-10.53%,,Active,2004-01-01,year,,1-10,,,,,,
Comasys,https://www.crunchbase.com/organization/comasys,,"Cloud Data Services, Information Technology, Web Development",http://www.comasys.dk,"Odense, Syddanmark, Denmark","CoMaSys is specialized in web development and provides services such as hosted exchange, firewall, antivirus, remote backup, & IP Telephony.","960,856","35,532",,"6,290.65%",262.39%,"3,584",66.04,"1,963.96%",15.38%,-23.1%,"1,070,583","-6,957,937",-86.67%,"European Union (EU), Nordic Countries, Scandinavia",Active,2006-01-01,day,,1-10,,,,,,
Acens,https://www.crunchbase.com/organization/acens,"acens, part of the Telefonica group, is a provider of ""Hosting"", ""Housing"" and Telecommunications Solutions for the enterprise market, as well as a pioneer in the development of Cloud Hosting solutions. In operation since 1997, acens has a presence in Madrid, Barcelona, Valencia and Bilbao. It has two Data Centers with over 6,000 square meters of capacity, and counts on a customer base of more than 100,000 companies, managing over 200,000 domains on the Internet. acens offer its extensive experience and knowledge in the IT sector, showcasing its flagship product, acens Cloud Hosting, which it offers to large companies that require flexible, safe and effective usage of computing capability, in Private, as well as Public and Hybrid Cloud environments. acens also has a wide range of other services, such as tailored solutions with VPN connectivity (Virtual Private Network) with outsourced servers and applications and outgoing traffic to the Internet, or the High Performance Platform (PAR), which offers live broadcast and video streaming at high speed.","Cloud Computing, Cloud Data Services, Cloud Management, Web Hosting",http://www.acens.com,"Alcobendas, Madrid, Spain",Acens is the cloud services company.,"231,031","34,351","57,213.33",-50.39%,-65.33%,320,1.52,21.72%,76.06%,-11.54%,"1,066,724","430,817",67.75%,European Union (EU),Active,1997-01-01,year,1,101-250,David Carrero Fernandez-Baillo,,,,,
Ikomm,https://www.crunchbase.com/organization/ikomm,,"Cloud Data Services, Consulting, Information Technology, Software",https://www.ikomm.no/,"Lillehammer, Oppland, Norway","Ikomm is an IT company that provides digital platforms, microsoft operating systems, cloud computing and consulting services.","555,146","31,738","35,043.33",570.43%,312.39%,656,1.5,50.36%,56.95%,-43.05%,"1,149,351","-2,337,679",-67.04%,"Nordic Countries, Scandinavia",Active,2003-01-01,day,,101-250,,,,,,
Picturepark,https://www.crunchbase.com/organization/picturepark,"Picturepark content systems enable organizations to connect, manage and route content from the points of creation to where it’s needed, helping them to cope better with their ever growing amount of content. Available in the Cloud (SaaS), on-premise or hybrid, Picturepark manages file-based and fileless content in a strictly-structured way, featuring content management innovations such as Adaptive Metadata™, semantic relationships and microsites. Designed API-first and based on a modern technology stack, Picturepark combines the primary benefits of master data (MDM), product information (PIM), digital asset (DAM) and headless content management. As such, Picturepark can act as an “enterprise content integration bus” to other systems or be used stand-alone, enabling customers and partners to build exactly those content-driven solutions they need.","Cloud Data Services, Content, Digital Marketing, Digital Media, Information Technology, SaaS, Software",https://picturepark.com/,"Aarau, Aargau, Switzerland","Picturepark content systems enable organizations to connect, manage and route content from the points of creation to where it’s needed.","243,086","31,499","56,727.17",-51.93%,86.67%,364,1.89,47.78%,58.47%,-34.24%,"1,154,929","452,241",64.36%,,Active,2000-01-01,day,,11-50,,,,3684418,USD,3684418
Centrum Voor Informatica,https://www.crunchbase.com/organization/centrum-voor-informatica,,"Cloud Data Services, Consulting, Information and Communications Technology (ICT), Information Technology, IT Infrastructure, Software",http://www.cevi.be,"Gent, Oost-Vlaanderen, Belgium","Cevi is into IT systems, software development, ICT products and services and provides training of the software.","557,136","30,175","24,559.5",24.61%,-2.48%,"1,610",4.02,5.87%,43.48%,-11.34%,"1,154,516","-90,084",-7.24%,European Union (EU),Active,2003-10-08,day,,101-250,,,,8858600,USD,8858600
"Sothis Information Technology, SL",https://www.crunchbase.com/organization/sothis-tecnolog-as,Sothis Information Technology is a company founded in 2008 and 100% oriented provision of high value to a very specific customer segment.,"Cloud Computing, Cloud Data Services, Information Services, Information Technology",https://www.sothis.tech/,"Paterna, Comunidad Valenciana, Spain",Sothis Information Technology is a company founded in 2008 and 100% oriented provision of high value to a very specific customer segment.,"39,525","29,439","21,770.5",68.6%,-97.93%,"1,311",2.44,144.11%,62.32%,-37.68%,"1,210,706","-394,460",-24.57%,European Union (EU),Active,2008-01-01,year,1,251-500,Annie Long Sullivan,,,,,
easyCube GmbH,https://www.crunchbase.com/organization/easycube-gmbh,,"Cloud Data Services, Information Technology, PC Games, Software",https://easy-cube.de,"Berlin, Berlin, Germany","easyCube GmbH is an IT-based firm that offers Software development, modern web solutions, TV software, JAVA EE to game technology.","1,035,835","29,318",,"2,122.74%",,0,1,-42.23%,100%,271.61%,"1,214,173","-5,157,964",-80.95%,European Union (EU),Active,2010-01-01,year,,1-10,,,,,,
