Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
BrandCloud,https://www.crunchbase.com/organization/brandcloud-95de,"BrandCloud is a cloud app and platform for collaborating, sharing data, digital content, and internal communication in companies.","Apps, Cloud Computing, File Sharing",https://www.brandcloud.pro/en,"Prague, Hlavni mesto Praha, Czech Republic","BrandCloud is a cloud app and platform for collaborating, sharing data, digital content, and internal communication in companies.","134,474","45,011","20,763",75.19%,29.61%,429,3.53,24.17%,17.15%,-53.19%,"900,428","-413,540",-31.47%,European Union (EU),Active,2016-01-01,year,,1-10,,,,,,
Pismo,https://www.crunchbase.com/organization/pismo,"Pismo is a technology company providing an all-in-one processing platform for banking, payments, and financial markets infrastructure. Large banks, marketplaces, and fintech already use our cloud-native microservices platform. Pismo clients are launching next-generation solutions while migrating their legacy systems onto the most advanced platform in the market. Pismo cloud-based platform empowers teams to build fast and companies to launch rapidly, scaling as they grow to have a broader audience while keeping high security and availability standards.","Banking, Cloud Computing, FinTech, PaaS, Payments, Software",https://pismo.io,"Bristol, Bristol, City of, United Kingdom",Next-gen banking and payments at hyperscale.,"5,051","44,375","54,686",228.14%,101.33%,755,2.41,34.94%,54.57%,-15.41%,"931,499","-900,900",-49.17%,,Active,2016-12-01,day,4,101-250,"Daniela Binatti, Juliana Motta, Marcelo Parise, Ricardo Josua",,,,,
Wodby,https://www.crunchbase.com/organization/wodby,,"Cloud Computing, Cloud Infrastructure, Developer Tools, PaaS",https://wodby.com,"Istanbul, Istanbul, Turkey",Wodby is a cloud infrastructure platform that provides managed container-based stacks for your applications.,"479,914","43,851","228,258.83",-92.77%,54.14%,"1,748",2.62,-39.73%,41.32%,33.9%,"938,418","783,855",507.14%,,Active,2015-01-01,year,2,1-10,"Chingis Sandanov, Pavel Prischepa",,,,,
Adversus,https://www.crunchbase.com/organization/adversus,,"Cloud Computing, Information Technology, Software, Telecommunications",https://www.adversus.io,"Aarhus, Midtjylland, Denmark","Adversus is a web-based dialer and CRM solution for telemarketing, fundraising, and appointment scheduling businesses.","302,893","40,132","37,380",-73.67%,-59.14%,874,2.53,-30.35%,77.37%,85.36%,"965,791","589,804",156.87%,"European Union (EU), Nordic Countries, Scandinavia",Active,2015-01-01,year,1,11-50,Kristian Kirketerp,,,,,
Nextjournal GmbH,https://www.crunchbase.com/organization/nextjournal-gmbh,,"Cloud Computing, Database, Machine Learning, Product Research, Software",https://nextjournal.com,"Berlin, Berlin, Germany","Nextjournal GmbH is a firm that deals with data science, reproducible research, machine learning, and cloud computing.","356,542","39,593","24,290.83",128.94%,35.04%,605,2.32,96.16%,68.75%,-20.35%,"1,001,650","-611,789",-37.92%,European Union (EU),Active,2014-01-01,year,,1-10,,,,,,
BookingLive,https://www.crunchbase.com/organization/bookinglive,"BookingLive provides powerful scheduling, reservation and purchasing experiences that create profitable customer relationships. BookingLive is the leading platform trusted by government departments, retailers, NHS trusts and large multinational organizations to manage their most important customer engagement journeys. These journeys are data-driven, secure, and fully integrated with internal systems and software. BookingLive have worked with organizations like SKY, BBC, CAPITA, and the UK Government processing millions of bookings every single year.","Cloud Computing, Enterprise Software, SaaS, Software, Travel",https://www.bookinglive.com,"Bristol, Bristol, City of, United Kingdom","BookingLive provides powerful scheduling, reservation and purchasing experiences that create profitable customer relationships.","61,484","39,099","28,258.17",40.49%,-64.21%,180,2.43,13.08%,48.63%,32.94%,"981,438","-161,385",-14.12%,,Active,2014-04-01,day,1,11-50,Vinnie Morgan,1,,,,
Betty Blocks,https://www.crunchbase.com/organization/betty-blocks,"The Citizen Development platform Betty Blocks is all about empowering a new generation of developers and breaking the boundaries of technology for business innovation. They support citizen developers, help organizations innovate, and challenge assumptions of what a no-code platform can achieve.  Used to build complex enterprise-grade applications: surprisingly easy, fast and fun. From mobile apps to (customer) portals to back office management and everything in between. The Betty Blocks platform’s ease of use supports every size or complexity of your app. Go as far as you like, the easiest way possible. 100% in the cloud. 100% no-code. 100% innovation-driven.","Cloud Computing, Enterprise Software, PaaS, SaaS, Software, Web Development",http://www.bettyblocks.com,"Alkmaar, Noord-Holland, The Netherlands","The #1 no-code platform for innovation, agility and empowerment. Used to create mobile, business and web applications at lightning speed.","7,284","37,798","41,900.17",-22.7%,383.56%,"1,059",3.11,30.13%,62.27%,22.92%,"1,002,693","202,049",25.24%,European Union (EU),Active,2016-01-01,day,1,101-250,Chris Obdam,,,,,
Holo-Light,https://www.crunchbase.com/organization/holo-light,"We are unleashing the full potential of Augmented and Virtual Reality (XR) in the enterprise market. By creating an Industrial Metaverse, we are closing the gap between the virtual and the real world. Empowering people to seamlessly create, build and operate in the digital space. We listen carefully to what the industry needs. And create unique, industry-ready AR/VR technology: highly innovative and tailored precisely for scalable use cases and business models. Our team unites passionate developers and experienced business experts. Founded in 2015, we are a global AR/VR tech leader.","Augmented Reality, Cloud Computing, Industrial, Information Technology, Software, Video Streaming, Virtual Reality, Wearables",http://www.holo-light.com/,"Ismaning, Bayern, Germany",Unleashing the potential of XR. Holo-Light provides scalability for XR use cases via the industrial metaverse solution XRnow.,"20,241","36,918","10,500.67","1,502.34%","3,881.58%","3,026",1.46,-7.63%,77.77%,47.85%,"1,046,297","-3,702,102",-77.97%,European Union (EU),Active,2015-04-01,day,5,51-100,"Alexander Werlberger, Florian Haspinger, Luis Bollinger, Michael Oberlechner, Susanne Haspinger",,,,,
Binx,https://www.crunchbase.com/organization/binx,,"Cloud Computing, Cloud Infrastructure, Cloud Management",https://binx.io,"Hilversum, Noord-Holland, The Netherlands",Binx is a cloud consultancy and system integration company that specializes in cloud projects and solutions.,"420,011","35,856","19,713.83",119.12%,-62.5%,15,1.07,2.62%,94.25%,-1.37%,"1,064,570","-598,749",-36%,European Union (EU),Active,2017-01-01,year,,11-50,,,,,,
gridscale,https://www.crunchbase.com/organization/gridscale,"gridscale is the world’s easiest IaaS solution and depicts the way into the next generation of cloud computing.  The highly automated architecture enables gridscale’s B2B and B2C customers to choose between a variety of options with regards to IaaS components (e.g. virtual cloud server, storage, network resources) and complementary PaaS components (e.g. loadbalancer, firewall, S3 solutions).  gridscale was not only developed for developers by developers, but can also be integrated seamlessly into corporate and system processes. This is especially important in a world in which data complexity and volumes are exponentially rising. Customers can now focus on their core competencies instead of focusing on their cloud infrastructure.","Cloud Computing, Cloud Infrastructure, Cloud Storage, Web Hosting",https://gridscale.io/,"Cologne, Nordrhein-Westfalen, Germany","gridscale is an innovative technology, creates the basis for sophisticated cloud solutions.","38,932","32,109","26,922.5",56.38%,-60.5%,79,1.26,-9.22%,89.44%,-2.51%,"1,112,639","-276,322",-19.89%,European Union (EU),Active,2014-09-10,day,6,11-50,"Carsten Dittmann, Henrik Hasenkamp, Marc Dittmann, Michael Balser, Tobias Schiffer, Torsten Urbas",,,32135070,USD,32135070
Civo,https://www.crunchbase.com/organization/civocloud,"Civo is the first pure-play cloud-native service provider, enabling tech companies to host core applications with ease.","Cloud Computing, Cloud Infrastructure, Cloud Storage, Developer APIs, Developer Tools, Information Technology, Internet, Private Cloud, Web Hosting",https://www.civo.com,"Stevenage, Herefordshire, United Kingdom",Cloud hosting specialists running the the world's first Kubernetes service powered by Rancher Lab's K3s.,"23,690","30,797","34,120.17",-34.45%,192.31%,190,1.86,28.32%,71.68%,0.14%,"1,141,023","319,709",38.93%,,Active,2015-04-30,day,3,11-50,"Andy Jeffries, Barry Fenning, Mark Boost",,,,,
Robust Perception,https://www.crunchbase.com/organization/robust-perception,"Robust Perception provides consulting, support, and services around the Prometheus monitoring system.","Cloud Computing, Cloud Infrastructure, Consulting, Information Technology",http://www.robustperception.io/,"Dublin, Dublin, Ireland",Robust Perception offers production operations consulting services.,"756,860","29,787","30,585.33",-0.81%,-41.94%,36,1.06,-10.3%,94.47%,7.11%,"1,199,713","41,943",3.62%,European Union (EU),Active,2015-01-01,year,1,1-10,Brian Brazil,,,,,
mogenius,https://www.crunchbase.com/organization/mogenius,"mogenius radically simplifies cloud infrastructure for software developers. The code to cloud platform provides a completely automated workflow of deploying an application in Kubernetes - with hyperscale cloud resources, built-in CI/CD and DDoS protection so you can start coding in seconds. Never waste time on complicated, error-prone, and repetitive configurations in your cloud infrastructure again, and focus on what you really love: building great applications.","Cloud Computing, Enterprise, Internet, SaaS, Software",https://mogenius.com,"Cologne, Nordrhein-Westfalen, Germany",mogenius is the easiest way for developers to run any application in the cloud.,"159,198","26,784","84,340.33",-62.9%,-65.69%,292,1.29,-36.76%,85.14%,29.96%,"1,287,713","628,657",95.39%,European Union (EU),Active,2021-02-02,day,5,1-10,"Behrang Alavi, Benedikt Iltisberger, Gerrit Schumann, Herbert Möckel, Jan Lepsky",,,,,
InSoftDEV,https://www.crunchbase.com/organization/insoftdev,"With brilliant staff and a passion for technology we aim to develop solution addressing iOT for a Smarter city and transportation industry.  Smart2Car system been developed taking into account all the businesses operating in the Taxi&Travel industry and is now, probably, the most advanced cloud-based taxi dispatch system in the world. https://www.youtube.com/watch?v=S4bEgnMa5w8  Contact::  +4 (0) 724 017 764  Email:  office@insoftd.com","Cloud Computing, Enterprise Applications, Software, Transportation",http://insoftd.com,"Iasi, Iasi, Romania","INSOFTDEV consists of a team of industry experts delivering solutions in the field of transportation, smart apps, tracking, online payments","732,419","24,462",,197.3%,,"1,249",2.99,198.86%,61.12%,-38.88%,"1,359,215","-1,063,563",-43.9%,European Union (EU),Active,2014-03-01,day,1,1-10,Ionut Rascanu,62,,,,
SKB Enterprise,https://www.crunchbase.com/organization/skb-enterprise,,"Cloud Computing, Web Hosting",http://www.skb-enterprise.com,"Amsterdam, Noord-Holland, The Netherlands","SKB Enterprise specializes in  Web Hosting, Cloud servers, Dedicated, High Performance Servers & Infrastructure Servers.","308,450","21,762","9,721.33",-21.88%,66.27%,"1,967",7.93,-23.25%,20.51%,112.98%,"1,448,440","237,295",19.59%,European Union (EU),Active,2014-04-14,day,,1-10,,,,,,
Just After Midnight,https://www.crunchbase.com/organization/just-after-midnight,"Just After Midnight is a next-gen MSP with a focus on 24/7 support. They ensure uptime for business-critical sites and applications and manage, migrate and optimize cloud services as well as providing DevOps.","Cloud Computing, Consulting, Technical Support, Web Hosting",https://www.justaftermidnight247.com/,"London, England, United Kingdom",Just After Midnight is the platform that go-to support people for brands and their agencies.,"281,063","21,644","20,917.33",18.68%,264.29%,51,1.12,1.35%,87.8%,-1.66%,"1,431,126","-53,671",-3.61%,,Active,2016-10-19,day,1,11-50,Kris Croucher,,,,,
