Name	Description	Location	Employees	Type	Website	Rank	Founded Date	Operating Status	Company Type	Contact Email	Headquarters Regions	Legal Name	Phone Number	Founders	Funding	Last Funding Type	Also Known As	Hiring	Stock Symbol	Sub-Organization of	Venture Info 1	Venture Info 2	Investor Type	Investment Stage	Related Hubs	Accelerator Program Type	Hub Tags	Industry 1	Industry 2	Industry 3	Industry 4	Industry 5	Industry 6	Industry 7	Industry 8	Industry 9	Industry 10	Industry 11	Industry 12	Industry 13	Industry 14	Industry 15	Industry 16	Industry 17	Industry 18	Industry 19	Industry 20	Industry 21	Industry 22	Industry 23	Industry 24	Industry 25	Industry 26	Industry 27	Industry 28	Industry 29	Industry 30	Industry 31	Industry 32	Industry 33	Industry 34	Industry 35	Industry 36	Industry 37	Link 1	Link 2	link_3	PP URL
adakom	ADAKOM offers an IT solutions for heat exchangers.	Berlin, Berlin, Germany	11-50	Private	www.adakom.de	2,015,788	1998	Active	For Profit	info@adakom.de	European Union (EU)	ADAKOM GmbH.	+49 030 470 323 10															Industrial	Information Technology	Software	Web Apps																																		https://www.linkedin.com/company/adakom			https://www.adakom.de/en/privacy-policy.html
adamapp	ADAMAPP helps shape your idea into reality with mobile and web app development, custom software development, and UI/UX design.	London, England, United Kingdom	51-100	Private	www.adamapp.com/	678,657	Jan 1, 2011	Active	For Profit	hello@adamapp.co.uk			44 0203 367 2329															Mobile Apps	Software	UX Design	Web Apps																																		https://www.facebook.com/adamappltd/	https://twitter.com/AdastraCorp		
adam-fard-ux-studio	Adam Fard UX Studio is a tech company providing usability and growth focused services and educational content to startups and big brands.	Berlin, Berlin, Germany	1-10	Private	adamfard.com	212,943	Jan 1, 2016	Active	For Profit	contact@adamfard.com	European Union (EU)		4915735985861	Adam Fard														A/B Testing	Consumer Research	EdTech	Enterprise Software	Human Computer Interaction	Information Technology	Mobile Apps	Usability Testing	Web Apps																													https://www.facebook.com/AdamFardStudio/	https://www.linkedin.com/company/adam-fard		https://adamfard.com/privacy-policy
adam-key-group	Adam Key Group is the developer of mobile and web applications and digital marketing.	London, England, United Kingdom	11-50	Private	www.adamkey.com/	1,096,098	1998	Active	For Profit	info@adamkey.com		Adam Key Group	+44 20 3239 8323															Digital Marketing	Mobile Apps	Software	Web Apps																																		https://www.facebook.com/AdamKeyGroup	https://www.linkedin.com/company/adamkeygroup/	https://twitter.com/adamkeygroup	https://www.adamkey.com/en/privacy/
adb-utveckling	adb utveckling specializes in object oriented development and designs.	Bromma, Stockholms Lan, Sweden	1-10	Private	www.adbutveckling.se/	1,090,192	Jan 1, 1991	Active	For Profit	info@adbutveckling.se	European Union (EU), Nordic Countries, Scandinavia		46-8-7040400															Information Technology	Web Apps																																				https://www.facebook.com/ADB-UTVECKLING-AB-186066348089348/	https://twitter.com/adbutveckling		
addink	Addink.net is a digital agency that develops and designs online interactive applications.	Rotterdam, Zuid-Holland, The Netherlands	1-10	Private	www.addink.net	2,085,155	Mar 1, 2003	Active	For Profit	contact@addink.net	European Union (EU)		+31-102653129															Apps	Digital Media	Graphic Design	Web Apps																																					
a-digital-167b	A-DIGITAL one GmbH is a IT Services and IT Consulting company.	Augsburg, Bayern, Germany	11-50	Private	a-digital.one	1,376,411	1999	Active	For Profit	social@a-digital.one	European Union (EU)	A-DIGITAL one GmbH	+49 821 80903300															E-Commerce	Mobile	Web Apps	Web Design																																		https://www.facebook.com/adigitalone	https://www.linkedin.com/company/adigitalone	https://twitter.com/adigital_one	
admincontrol-7599	Admincontrol designs web-based applications to undertake safekeeping of important documents between businesses during collaboration.	Oslo, Oslo, Norway	101-250	Private	admincontrol.no	1,667,738	Jan 1, 2005	Active	For Profit	post@admincontrol.no	Nordic Countries, Scandinavia		47-22-83 61 00															Document Management	Security	Web Apps																																			https://www.facebook.com/team.admincontrol/	https://www.linkedin.com/company/admincontrol-as/	https://twitter.com/adm_control	
adroma-council	Adroma council is a consulting firm in the organization and management of information systems and digital transformation.	Boulogne-billancourt, Ile-de-France, France	11-50	Private	www.adroma.fr	1,185,552	2014	Active	For Profit	contact@adroma.fr	European Union (EU)	Adroma Conseil SAS.	+33 01 42 37 80 79															Architecture	Blockchain	Consulting	Project Management	Web Apps																																	https://www.facebook.com/adromaconseil	https://www.linkedin.com/company/adroma-conseil		
advanced-interactive-multimedia-productions	AIM Productions offers software solutions that are customized with practical knowledge and tailored to the needs of clients for workflow.	Hove, Antwerpen, Belgium	11-50	Private	www.aimproductions.be	1,818,799	Mar 23, 1994	Active	For Profit	info@aimproductions.be	European Union (EU)		32-3 457 88 59	Stefan Calle														3D Technology	Consumer Software	Software	Web Apps																																		https://www.linkedin.com/company/aimproductions			
advanced-team	Advanced team specializes in developing websites, web applications, and creating remarkable brands for businesses.	Dnipropetrovsk, Dnipropetrovs'ka Oblast', Ukraine	11-50	Private	advanced.team	578,741	Jan 1, 2014	Active	For Profit	HELLO@ADVANCED.TEAM			380963045939															Advertising	Web Apps	Web Design	Web Development																																					
advertage	Advertage provides digital printing, graphic design, and website services.	San Gennaro Vesuviano, Campania, Italy	11-50	Private	www.advertage.com	1,645,207	1997	Active	For Profit	customercare@advertage.com	European Union (EU)	Advertage srl.	+39 081 5287412															Advertising	Digital Marketing	Graphic Design	Web Apps																																		https://www.facebook.com/advertage.communication	https://www.linkedin.com/company/advertage-communication-srl	https://twitter.com/advertage_	https://www.advertage.com/privacy-policy/
adverteaser	Adverteaser is a digital marketing company that provides brand campaigns, packaging, events, video, web apps, and publishing services.	Milan, Lombardia, Italy	11-50	Private	www.adverteaser.com	1,204,545	1988	Active	For Profit	marketing@adverteaser.com	European Union (EU)	Adverteaser S.R.L.	+39-2-89152480															Advertising	Brand Marketing	Digital Marketing	Web Apps																																		https://www.facebook.com/adverteaser	https://www.linkedin.com/company/adverteaser/	https://twitter.com/adverteaser_	https://www.adverteaser.com/privacy.html
aecor-digital	Aecor Digital provides web design, web development, mobile and web app development services.	London, England, United Kingdom	51-100	Private	aecordigital.com/	510,037	Jan 1, 2011	Active	For Profit	info@aecordigital.com		Aecor Digital Limited	44 (0)20 3475 3135															Information Technology	Mobile Apps	Web Apps	Web Design	Web Development																																	https://www.linkedin.com/company/aecor-digital/	https://www.twitter.com/aecordigital		
aeonx	AeonX provides AI-powered meeting scheduling, facility management, and customer care service through its web, mobile, and IoT platforms.	Paris, Ile-de-France, France	1-10	Private	www.aeonx.ai/	541,905	2014	Active	For Profit	hello@aeonx.ai	European Union (EU)			Felix-Junior Frimpong, Marzuk Kamal														Internet of Things	Software	Web Apps																																			https://www.linkedin.com/company/aeonx/			
aerian-studios	Aerian Studios is a digital agency that serves companies with UX design, web app, platform development and DevOps services.	Box, Wiltshire, United Kingdom	11-50	Private	www.aerian.com	584,166	1995	Active	For Profit	info@aerian.com			+44 0345 408 6009															Developer Tools	UX Design	Web Apps																																			https://www.facebook.com/aerianstudios/	https://www.linkedin.com/company/aerian-studios	https://twitter.com/aerianstudios?	
aeroji	SaaS, Marketplace, B2B, Aviation	Berlin, Berlin, Germany	1-10	Private	aeroji.com	601,835	Jul 20, 2020	Active	For Profit	hello@aeroji.com	European Union (EU)	Aeroji GmbH	+49 15792390005	Dimitri Martel														Aerospace	Marketplace	Mobile Apps	SaaS	Web Apps																																	https://www.linkedin.com/company/aeroji/about/?viewAsMember=true	https://twitter.com/Aeroji1		
aersyn	Aersyn optimizes the revenues of your aviation trading activity, Putting human at the heart of the digital transition by leveraging.	Montpellier, Languedoc-Roussillon, France	1-10	Private	www.aersyn.com/	1,119,232	Jan 1, 2018	Active	For Profit	contact@aersyn.fr	European Union (EU)	Aersyn	+33 4 11 93 72 20															Aerospace	Software	Web Apps																																			https://www.facebook.com/AersynSAS/?ref=page_internal&path=%2FAersynSAS%2F	https://www.linkedin.com/company/aersyn/		
afronta	Afronta is an IT solutions company that provides software development, consulting, outsourcing, web applications, hardware, and training.	Madrid, Madrid, Spain	11-50	Private	www.afronta.com	1,934,243	Jan 1, 2016	Active	For Profit		European Union (EU)		34-910052383															Hardware	Software	Web Apps																																			https://www.facebook.com/afrontaqualitysolutions/	https://www.linkedin.com/company/afronta-quality-solutions/	https://twitter.com/AfrontaQuality	
agence-webup	Agence Webup is a trojan web design and engineering agency specializing in the development of custom sites and applications.	Troyes, Champagne-Ardenne, France	1-10	Private	agence-webup.com/	1,675,783	2013	Active	For Profit		European Union (EU)	Agence Webup	+33 806 110 275															Apps	Internet	Web Apps																																			https://www.facebook.com/AgenceWebup	https://www.linkedin.com/company/agence-webup	https://twitter.com/agencewebup	
agifly	Agifly offers UI & UX design, web, mobile and desktop application development.	Brussels, Brussels Hoofdstedelijk Gewest, Belgium	11-50	Private	agifly.be	616,051	2019	Active	For Profit	info@agifly.be	European Union (EU)	AGIFLY BV	32 2 233 81 55															Desktop Apps	Mobile Apps	UX Design	Web Apps	Web Design																																	https://www.facebook.com/agifly.tech	https://www.linkedin.com/company/agifly		https://www.agifly.be/privacy-policy
agile-app	Agile App develops mobile and web-based apps.	Brighton, East Sussex, United Kingdom	1-10	Private	agileapp.co/	1,263,807	Jan 1, 2015	Active	For Profit	admin@agileapp.co			01273-782-444															Mobile Apps	Web Apps																																				https://www.facebook.com/agileappco/	https://www.linkedin.com/company/agile-app-co-/	https://twitter.com/agileappco	https://agileapp.co/privacy-policy/
agile-partners-8854	Agile Partners is a fintech company. They deliver world-class creativity, product development, digital marketing services.	Chisinau, Chisinau, Moldova	51-100	Private	www.agilepartners.eu	997,956	2016	Active	For Profit	hello@agilepartners.eu		Agile Partners	+1 954 60374 40															Developer APIs	Financial Services	FinTech	Web Apps	Web Development																																	https://www.facebook.com/agilepartnersfintech/	https://www.linkedin.com/company/agile-partners-fintech-operations/		
agprop	AgProp is a digital studio that develops digital products, services, and communication strategies for customers.	Berlin, Berlin, Germany	11-50	Private	ag-prop.com/	1,002,495	2012	Active	For Profit	kontakt@ag-prop.com	European Union (EU)	AgProp GmbH	+49 30 61299382															Professional Services	Web Apps	Web Development																																			https://www.facebook.com/AgpropGmbH/?ref=page_internal	https://www.linkedin.com/company/agprop-gmbh/?lipi=urn%3Ali%3Apage%3Acompanies_company_about_index%3B978e34c5-9685-49e6-aa25-6058c67b3fbd		https://ag-prop.com/page/privacy
agt-systemes	Agt Systemes provides customized solutions to develop platforms for the optimization of time management and queue flow for organizations.	Dieppe, Haute-Normandie, France	11-50	Private	www.agt-systemes.fr	1,751,533	2001	Active	For Profit	serviceclient@agt-systemes.fr	European Union (EU)		+33-2-32-06-30-75															Information Technology	Software	Web Apps																																			https://www.facebook.com/AGT-Syst%C3%A8mes-570419776343225/	https://www.linkedin.com/company/agt-systemes/	https://twitter.com/agtsystemes	
ahrlich-b%C3%B6ttcher	Ahrlich Böttcher offers website and web application development services.	Weyhe, Niedersachsen, Germany	1-10	Private	ahrlich-boettcher.com/	1,111,151	Jan 1, 2010	Active	For Profit	moin@ahrlich-boettcher.com	European Union (EU)		0421 790 6860															Information Technology	Web Apps	Web Development																																			https://www.facebook.com/ahrlich.boettcher.programmierungen/			
aigis-informatik	Aigis Informatik is a consulting firm that offers services regarding software development, web applications, and ASP.	Meisterschwanden, Aargau, Switzerland	1-10	Private	www.aigis.ch	1,452,409	Jan 1, 2008	Active	For Profit	info@aigis.ch			41-566671122															Consulting	Software	Web Apps																																						
